,species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,gender,body_mass_kg,bill_area_mm2,total_area,flipper_length_z
170,Gentoo,Biscoe,46.2,14.5,209.0,4800.0,female,4.8,669.9000000000001,140009.1,0.5731426624092907
171,Gentoo,Biscoe,48.7,15.1,222.0,5350.0,male,5.35,735.37,163252.14,1.5006696102858583
172,Gentoo,Biscoe,50.2,14.3,218.0,5700.0,male,5.7,717.8600000000001,156493.48000000004,1.2152767032469145
173,Gentoo,Biscoe,45.1,14.5,215.0,5000.0,female,5.0,653.95,140599.25,1.0012320229677065
174,Gentoo,Biscoe,46.5,14.5,213.0,4400.0,female,4.4,674.25,143615.25,0.8585355694482346
175,Gentoo,Biscoe,46.3,15.8,215.0,5050.0,male,5.05,731.54,157281.1,1.0012320229677065
176,Gentoo,Biscoe,42.9,13.1,215.0,5000.0,female,5.0,561.99,120827.85,1.0012320229677065
177,Gentoo,Biscoe,46.1,15.1,215.0,5100.0,male,5.1,696.11,149663.65,1.0012320229677065
179,Gentoo,Biscoe,47.8,15.0,215.0,5650.0,male,5.65,717.0,154155.0,1.0012320229677065
180,Gentoo,Biscoe,48.2,14.3,210.0,4600.0,female,4.6,689.2600000000001,144744.60000000003,0.6444908891690266
181,Gentoo,Biscoe,50.0,15.3,220.0,5550.0,male,5.55,765.0,168300.0,1.3579731567663864
182,Gentoo,Biscoe,47.3,15.3,222.0,5250.0,male,5.25,723.6899999999999,160659.18,1.5006696102858583
183,Gentoo,Biscoe,42.8,14.2,209.0,4700.0,female,4.7,607.7599999999999,127021.83999999997,0.5731426624092907
184,Gentoo,Biscoe,45.1,14.5,207.0,5050.0,female,5.05,653.95,135367.65000000002,0.4304462088898187
185,Gentoo,Biscoe,59.6,17.0,230.0,6050.0,male,6.05,1013.2,233036.0,2.071455424363746
186,Gentoo,Biscoe,49.1,14.8,220.0,5150.0,female,5.15,726.6800000000001,159869.6,1.3579731567663864
187,Gentoo,Biscoe,48.4,16.3,220.0,5400.0,male,5.4,788.92,173562.4,1.3579731567663864
188,Gentoo,Biscoe,42.6,13.7,213.0,4950.0,female,4.95,583.62,124311.06,0.8585355694482346
189,Gentoo,Biscoe,44.4,17.3,219.0,5250.0,male,5.25,768.12,168218.28,1.2866249300066503
190,Gentoo,Biscoe,44.0,13.6,208.0,4350.0,female,4.35,598.4,124467.2,0.5017944356495547
191,Gentoo,Biscoe,48.7,15.7,208.0,5350.0,male,5.35,764.59,159034.72,0.5017944356495547
192,Gentoo,Biscoe,42.7,13.7,208.0,3950.0,female,3.95,584.99,121677.92,0.5017944356495547
193,Gentoo,Biscoe,49.6,16.0,225.0,5700.0,male,5.7,793.6,178560.0,1.7147142905650663
194,Gentoo,Biscoe,45.3,13.7,210.0,4300.0,female,4.3,620.6099999999999,130328.09999999998,0.6444908891690266
195,Gentoo,Biscoe,49.6,15.0,216.0,4750.0,male,4.75,744.0,160704.0,1.0725802497274426
196,Gentoo,Biscoe,50.5,15.9,222.0,5550.0,male,5.55,802.95,178254.90000000002,1.5006696102858583
197,Gentoo,Biscoe,43.6,13.9,217.0,4900.0,female,4.9,606.0400000000001,131510.68000000002,1.1439284764871784
198,Gentoo,Biscoe,45.5,13.9,210.0,4200.0,female,4.2,632.45,132814.5,0.6444908891690266
199,Gentoo,Biscoe,50.5,15.9,225.0,5400.0,male,5.4,802.95,180663.75,1.7147142905650663
200,Gentoo,Biscoe,44.9,13.3,213.0,5100.0,female,5.1,597.17,127197.20999999999,0.8585355694482346
201,Gentoo,Biscoe,45.2,15.8,215.0,5300.0,male,5.3,714.1600000000001,153544.40000000002,1.0012320229677065
202,Gentoo,Biscoe,46.6,14.2,210.0,4850.0,female,4.85,661.72,138961.2,0.6444908891690266
203,Gentoo,Biscoe,48.5,14.1,220.0,5300.0,male,5.3,683.85,150447.0,1.3579731567663864
204,Gentoo,Biscoe,45.1,14.4,210.0,4400.0,female,4.4,649.44,136382.40000000002,0.6444908891690266
205,Gentoo,Biscoe,50.1,15.0,225.0,5000.0,male,5.0,751.5,169087.5,1.7147142905650663
206,Gentoo,Biscoe,46.5,14.4,217.0,4900.0,female,4.9,669.6,145303.2,1.1439284764871784
207,Gentoo,Biscoe,45.0,15.4,220.0,5050.0,male,5.05,693.0,152460.0,1.3579731567663864
208,Gentoo,Biscoe,43.8,13.9,208.0,4300.0,female,4.3,608.8199999999999,126634.55999999998,0.5017944356495547
209,Gentoo,Biscoe,45.5,15.0,220.0,5000.0,male,5.0,682.5,150150.0,1.3579731567663864
210,Gentoo,Biscoe,43.2,14.5,208.0,4450.0,female,4.45,626.4000000000001,130291.20000000001,0.5017944356495547
211,Gentoo,Biscoe,50.4,15.3,224.0,5550.0,male,5.55,771.12,172730.88,1.6433660638053302
212,Gentoo,Biscoe,45.3,13.8,208.0,4200.0,female,4.2,625.14,130029.12,0.5017944356495547
213,Gentoo,Biscoe,46.2,14.9,221.0,5300.0,male,5.3,688.3800000000001,152131.98,1.4293213835261225
214,Gentoo,Biscoe,45.7,13.9,214.0,4400.0,female,4.4,635.23,135939.22,0.9298837962079706
215,Gentoo,Biscoe,54.3,15.7,231.0,5650.0,male,5.65,852.5099999999999,196929.80999999997,2.142803651123482
216,Gentoo,Biscoe,45.8,14.2,219.0,4700.0,female,4.7,650.3599999999999,142428.83999999997,1.2866249300066503
217,Gentoo,Biscoe,49.8,16.8,230.0,5700.0,male,5.7,836.64,192427.19999999998,2.071455424363746
219,Gentoo,Biscoe,49.5,16.2,229.0,5800.0,male,5.8,801.9,183635.1,2.0001071976040103
220,Gentoo,Biscoe,43.5,14.2,220.0,4700.0,female,4.7,617.6999999999999,135893.99999999997,1.3579731567663864
221,Gentoo,Biscoe,50.7,15.0,223.0,5550.0,male,5.55,760.5,169591.5,1.5720178370455944
222,Gentoo,Biscoe,47.7,15.0,216.0,4750.0,female,4.75,715.5,154548.0,1.0725802497274426
223,Gentoo,Biscoe,46.4,15.6,221.0,5000.0,male,5.0,723.8399999999999,159968.63999999998,1.4293213835261225
224,Gentoo,Biscoe,48.2,15.6,221.0,5100.0,male,5.1,751.9200000000001,166174.32,1.4293213835261225
225,Gentoo,Biscoe,46.5,14.8,217.0,5200.0,female,5.2,688.2,149339.40000000002,1.1439284764871784
226,Gentoo,Biscoe,46.4,15.0,216.0,4700.0,female,4.7,696.0,150336.0,1.0725802497274426
227,Gentoo,Biscoe,48.6,16.0,230.0,5800.0,male,5.8,777.6,178848.0,2.071455424363746
228,Gentoo,Biscoe,47.5,14.2,209.0,4600.0,female,4.6,674.5,140970.5,0.5731426624092907
229,Gentoo,Biscoe,51.1,16.3,220.0,6000.0,male,6.0,832.9300000000001,183244.6,1.3579731567663864
230,Gentoo,Biscoe,45.2,13.8,215.0,4750.0,female,4.75,623.7600000000001,134108.40000000002,1.0012320229677065
231,Gentoo,Biscoe,45.2,16.4,223.0,5950.0,male,5.95,741.28,165305.44,1.5720178370455944
232,Gentoo,Biscoe,49.1,14.5,212.0,4625.0,female,4.625,711.95,150933.40000000002,0.7871873426884987
233,Gentoo,Biscoe,52.5,15.6,221.0,5450.0,male,5.45,819.0,180999.0,1.4293213835261225
234,Gentoo,Biscoe,47.4,14.6,212.0,4725.0,female,4.725,692.04,146712.47999999998,0.7871873426884987
235,Gentoo,Biscoe,50.0,15.9,224.0,5350.0,male,5.35,795.0,178080.0,1.6433660638053302
236,Gentoo,Biscoe,44.9,13.8,212.0,4750.0,female,4.75,619.62,131359.44,0.7871873426884987
237,Gentoo,Biscoe,50.8,17.3,228.0,5600.0,male,5.6,878.84,200375.52000000002,1.9287589708442743
238,Gentoo,Biscoe,43.4,14.4,218.0,4600.0,female,4.6,624.96,136241.28,1.2152767032469145
239,Gentoo,Biscoe,51.3,14.2,218.0,5300.0,male,5.3,728.4599999999999,158804.27999999997,1.2152767032469145
240,Gentoo,Biscoe,47.5,14.0,212.0,4875.0,female,4.875,665.0,140980.0,0.7871873426884987
241,Gentoo,Biscoe,52.1,17.0,230.0,5550.0,male,5.55,885.7,203711.0,2.071455424363746
242,Gentoo,Biscoe,47.5,15.0,218.0,4950.0,female,4.95,712.5,155325.0,1.2152767032469145
243,Gentoo,Biscoe,52.2,17.1,228.0,5400.0,male,5.4,892.6200000000001,203517.36000000002,1.9287589708442743
244,Gentoo,Biscoe,45.5,14.5,212.0,4750.0,female,4.75,659.75,139867.0,0.7871873426884987
245,Gentoo,Biscoe,49.5,16.1,224.0,5650.0,male,5.65,796.95,178516.80000000002,1.6433660638053302
246,Gentoo,Biscoe,44.5,14.7,214.0,4850.0,female,4.85,654.15,139988.1,0.9298837962079706
247,Gentoo,Biscoe,50.8,15.7,226.0,5200.0,male,5.2,797.56,180248.56,1.7860625173248024
248,Gentoo,Biscoe,49.4,15.8,216.0,4925.0,male,4.925,780.52,168592.32,1.0725802497274426
249,Gentoo,Biscoe,46.9,14.6,222.0,4875.0,female,4.875,684.74,152012.28,1.5006696102858583
250,Gentoo,Biscoe,48.4,14.4,203.0,4625.0,female,4.625,696.96,141482.88,0.1450533018508748
251,Gentoo,Biscoe,51.1,16.5,225.0,5250.0,male,5.25,843.15,189708.75,1.7147142905650663
252,Gentoo,Biscoe,48.5,15.0,219.0,4850.0,female,4.85,727.5,159322.5,1.2866249300066503
253,Gentoo,Biscoe,55.9,17.0,228.0,5600.0,male,5.6,950.3,216668.4,1.9287589708442743
254,Gentoo,Biscoe,47.2,15.5,215.0,4975.0,female,4.975,731.6,157294.0,1.0012320229677065
255,Gentoo,Biscoe,49.1,15.0,228.0,5500.0,male,5.5,736.5,167922.0,1.9287589708442743
257,Gentoo,Biscoe,46.8,16.1,215.0,5500.0,male,5.5,753.48,161998.2,1.0012320229677065
258,Gentoo,Biscoe,41.7,14.7,210.0,4700.0,female,4.7,612.99,128727.90000000001,0.6444908891690266
259,Gentoo,Biscoe,53.4,15.8,219.0,5500.0,male,5.5,843.72,184774.68,1.2866249300066503
260,Gentoo,Biscoe,43.3,14.0,208.0,4575.0,female,4.575,606.1999999999999,126089.59999999999,0.5017944356495547
261,Gentoo,Biscoe,48.1,15.1,209.0,5500.0,male,5.5,726.3100000000001,151798.79,0.5731426624092907
262,Gentoo,Biscoe,50.5,15.2,216.0,5000.0,female,5.0,767.5999999999999,165801.59999999998,1.0725802497274426
263,Gentoo,Biscoe,49.8,15.9,229.0,5950.0,male,5.95,791.8199999999999,181326.78,2.0001071976040103
264,Gentoo,Biscoe,43.5,15.2,213.0,4650.0,female,4.65,661.1999999999999,140835.59999999998,0.8585355694482346
265,Gentoo,Biscoe,51.5,16.3,230.0,5500.0,male,5.5,839.45,193073.5,2.071455424363746
266,Gentoo,Biscoe,46.2,14.1,217.0,4375.0,female,4.375,651.4200000000001,141358.14,1.1439284764871784
267,Gentoo,Biscoe,55.1,16.0,230.0,5850.0,male,5.85,881.6,202768.0,2.071455424363746
269,Gentoo,Biscoe,48.8,16.2,222.0,6000.0,male,6.0,790.56,175504.31999999998,1.5006696102858583
270,Gentoo,Biscoe,47.2,13.7,214.0,4925.0,female,4.925,646.64,138380.96,0.9298837962079706
272,Gentoo,Biscoe,46.8,14.3,215.0,4850.0,female,4.85,669.24,143886.6,1.0012320229677065
273,Gentoo,Biscoe,50.4,15.7,222.0,5750.0,male,5.75,791.28,175664.16,1.5006696102858583
274,Gentoo,Biscoe,45.2,14.8,212.0,5200.0,female,5.2,668.96,141819.52000000002,0.7871873426884987
275,Gentoo,Biscoe,49.9,16.1,213.0,5400.0,male,5.4,803.3900000000001,171122.07,0.8585355694482346
276,Chinstrap,Dream,46.5,17.9,192.0,3500.0,female,3.5,832.3499999999999,159811.19999999998,-0.6397771925062209
277,Chinstrap,Dream,50.0,19.5,196.0,3900.0,male,3.9,975.0,191100.0,-0.354384285467277
278,Chinstrap,Dream,51.3,19.2,193.0,3650.0,male,3.65,984.9599999999999,190097.28,-0.5684289657464849
279,Chinstrap,Dream,45.4,18.7,188.0,3525.0,female,3.525,848.9799999999999,159608.24,-0.9251700995451648
280,Chinstrap,Dream,52.7,19.8,197.0,3725.0,male,3.725,1043.46,205561.62,-0.28303605870754106
281,Chinstrap,Dream,45.2,17.8,198.0,3950.0,female,3.95,804.5600000000001,159302.88,-0.21168783194780508
282,Chinstrap,Dream,46.1,18.2,178.0,3250.0,female,3.25,839.02,149345.56,-1.6386523671425246
283,Chinstrap,Dream,51.3,18.2,197.0,3750.0,male,3.75,933.66,183931.02,-0.28303605870754106
284,Chinstrap,Dream,46.0,18.9,195.0,4150.0,female,4.15,869.4,169533.0,-0.42573251222701297
285,Chinstrap,Dream,51.3,19.9,198.0,3700.0,male,3.7,1020.8699999999999,202132.25999999998,-0.21168783194780508
286,Chinstrap,Dream,46.6,17.8,193.0,3800.0,female,3.8,829.48,160089.64,-0.5684289657464849
287,Chinstrap,Dream,51.7,20.3,194.0,3775.0,male,3.775,1049.51,203604.94,-0.497080738986749
288,Chinstrap,Dream,47.0,17.3,185.0,3700.0,female,3.7,813.1,150423.5,-1.1392147798243728
289,Chinstrap,Dream,52.0,18.1,201.0,4050.0,male,4.05,941.2,189181.2,0.0023568483314028664
290,Chinstrap,Dream,45.9,17.1,190.0,3575.0,female,3.575,784.89,149129.1,-0.7824736460256929
291,Chinstrap,Dream,50.5,19.6,201.0,4050.0,male,4.05,989.8000000000001,198949.80000000002,0.0023568483314028664
292,Chinstrap,Dream,50.3,20.0,197.0,3300.0,male,3.3,1006.0,198182.0,-0.28303605870754106
293,Chinstrap,Dream,58.0,17.8,181.0,3700.0,female,3.7,1032.4,186864.40000000002,-1.4246076868633166
294,Chinstrap,Dream,46.4,18.6,190.0,3450.0,female,3.45,863.0400000000001,163977.6,-0.7824736460256929
295,Chinstrap,Dream,49.2,18.2,195.0,4400.0,male,4.4,895.44,174610.80000000002,-0.42573251222701297
296,Chinstrap,Dream,42.4,17.3,181.0,3600.0,female,3.6,733.52,132767.12,-1.4246076868633166
297,Chinstrap,Dream,48.5,17.5,191.0,3400.0,male,3.4,848.75,162111.25,-0.7111254192659568
298,Chinstrap,Dream,43.2,16.6,187.0,2900.0,female,2.9,717.1200000000001,134101.44000000003,-0.9965183263049008
299,Chinstrap,Dream,50.6,19.4,193.0,3800.0,male,3.8,981.64,189456.52,-0.5684289657464849
300,Chinstrap,Dream,46.7,17.9,195.0,3300.0,female,3.3,835.93,163006.34999999998,-0.42573251222701297
301,Chinstrap,Dream,52.0,19.0,197.0,4150.0,male,4.15,988.0,194636.0,-0.28303605870754106
302,Chinstrap,Dream,50.5,18.4,200.0,3400.0,female,3.4,929.1999999999999,185840.0,-0.06899137842833311
303,Chinstrap,Dream,49.5,19.0,200.0,3800.0,male,3.8,940.5,188100.0,-0.06899137842833311
304,Chinstrap,Dream,46.4,17.8,191.0,3700.0,female,3.7,825.92,157750.72,-0.7111254192659568
305,Chinstrap,Dream,52.8,20.0,205.0,4550.0,male,4.55,1056.0,216480.0,0.28774975537034675
306,Chinstrap,Dream,40.9,16.6,187.0,3200.0,female,3.2,678.94,126961.78000000001,-0.9965183263049008
307,Chinstrap,Dream,54.2,20.8,201.0,4300.0,male,4.3,1127.3600000000001,226599.36000000002,0.0023568483314028664
308,Chinstrap,Dream,42.5,16.7,187.0,3350.0,female,3.35,709.75,132723.25,-0.9965183263049008
309,Chinstrap,Dream,51.0,18.8,203.0,4100.0,male,4.1,958.8000000000001,194636.40000000002,0.1450533018508748
310,Chinstrap,Dream,49.7,18.6,195.0,3600.0,male,3.6,924.4200000000001,180261.90000000002,-0.42573251222701297
311,Chinstrap,Dream,47.5,16.8,199.0,3900.0,female,3.9,798.0,158802.0,-0.1403396051880691
312,Chinstrap,Dream,47.6,18.3,195.0,3850.0,female,3.85,871.08,169860.6,-0.42573251222701297
313,Chinstrap,Dream,52.0,20.7,210.0,4800.0,male,4.8,1076.3999999999999,226043.99999999997,0.6444908891690266
314,Chinstrap,Dream,46.9,16.6,192.0,2700.0,female,2.7,778.5400000000001,149479.68000000002,-0.6397771925062209
315,Chinstrap,Dream,53.5,19.9,205.0,4500.0,male,4.5,1064.6499999999999,218253.24999999997,0.28774975537034675
316,Chinstrap,Dream,49.0,19.5,210.0,3950.0,male,3.95,955.5,200655.0,0.6444908891690266
317,Chinstrap,Dream,46.2,17.5,187.0,3650.0,female,3.65,808.5,151189.5,-0.9965183263049008
318,Chinstrap,Dream,50.9,19.1,196.0,3550.0,male,3.55,972.19,190549.24000000002,-0.354384285467277
319,Chinstrap,Dream,45.5,17.0,196.0,3500.0,female,3.5,773.5,151606.0,-0.354384285467277
320,Chinstrap,Dream,50.9,17.9,196.0,3675.0,female,3.675,911.1099999999999,178577.55999999997,-0.354384285467277
321,Chinstrap,Dream,50.8,18.5,201.0,4450.0,male,4.45,939.8,188899.8,0.0023568483314028664
322,Chinstrap,Dream,50.1,17.9,190.0,3400.0,female,3.4,896.79,170390.1,-0.7824736460256929
323,Chinstrap,Dream,49.0,19.6,212.0,4300.0,male,4.3,960.4000000000001,203604.80000000002,0.7871873426884987
324,Chinstrap,Dream,51.5,18.7,187.0,3250.0,male,3.25,963.05,180090.35,-0.9965183263049008
325,Chinstrap,Dream,49.8,17.3,198.0,3675.0,female,3.675,861.54,170584.91999999998,-0.21168783194780508
326,Chinstrap,Dream,48.1,16.4,199.0,3325.0,female,3.325,788.8399999999999,156979.15999999997,-0.1403396051880691
327,Chinstrap,Dream,51.4,19.0,201.0,3950.0,male,3.95,976.6,196296.6,0.0023568483314028664
328,Chinstrap,Dream,45.7,17.3,193.0,3600.0,female,3.6,790.6100000000001,152587.73,-0.5684289657464849
329,Chinstrap,Dream,50.7,19.7,203.0,4050.0,male,4.05,998.79,202754.37,0.1450533018508748
330,Chinstrap,Dream,42.5,17.3,187.0,3350.0,female,3.35,735.25,137491.75,-0.9965183263049008
331,Chinstrap,Dream,52.2,18.8,197.0,3450.0,male,3.45,981.3600000000001,193327.92,-0.28303605870754106
332,Chinstrap,Dream,45.2,16.6,191.0,3250.0,female,3.25,750.3200000000002,143311.12000000002,-0.7111254192659568
333,Chinstrap,Dream,49.3,19.9,203.0,4050.0,male,4.05,981.0699999999998,199157.20999999996,0.1450533018508748
334,Chinstrap,Dream,50.2,18.8,202.0,3800.0,male,3.8,943.7600000000001,190639.52000000002,0.07370507509113884
335,Chinstrap,Dream,45.6,19.4,194.0,3525.0,female,3.525,884.64,171620.16,-0.497080738986749
336,Chinstrap,Dream,51.9,19.5,206.0,3950.0,male,3.95,1012.05,208482.3,0.35909798213008276
337,Chinstrap,Dream,46.8,16.5,189.0,3650.0,female,3.65,772.1999999999999,145945.8,-0.8538218727854289
338,Chinstrap,Dream,45.7,17.0,195.0,3650.0,female,3.65,776.9000000000001,151495.50000000003,-0.42573251222701297
339,Chinstrap,Dream,55.8,19.8,207.0,4000.0,male,4.0,1104.84,228701.87999999998,0.4304462088898187
340,Chinstrap,Dream,43.5,18.1,202.0,3400.0,female,3.4,787.35,159044.7,0.07370507509113884
341,Chinstrap,Dream,49.6,18.2,193.0,3775.0,male,3.775,902.72,174224.96,-0.5684289657464849
342,Chinstrap,Dream,50.8,19.0,210.0,4100.0,male,4.1,965.1999999999999,202692.0,0.6444908891690266
343,Chinstrap,Dream,50.2,18.7,198.0,3775.0,female,3.775,938.74,185870.52,-0.21168783194780508
